Household_ID,Region,Country,Energy_Source,Monthly_Usage_kWh,Year,Household_Size,Income_Level,Urban_Rural,Adoption_Year,Subsidy_Received,Cost_Savings_USD
H00528,North America,Mexico,Solar,1014.53,2023,6,Middle,Rural,2013,Yes,396.33
H04608,Europe,Spain,Biomass,667.21,2023,2,High,Urban,2022,Yes,261.85
H02348,Africa,Nigeria,Hydro,1330.48,2024,8,Low,Urban,2011,Yes,61.54
H03440,Asia,Indonesia,Geothermal,619.87,2020,2,Middle,Rural,2012,Yes,337.45
H04999,Europe,UK,Geothermal,820.83,2024,2,Low,Urban,2011,No,309.22
H04827,Africa,Ghana,Wind,729.36,2023,7,Middle,Rural,2019,No,41.21
H03923,Europe,France,Geothermal,1387.33,2023,5,Middle,Urban,2020,Yes,113.4
H00299,Asia,China,Solar,376.4,2020,3,High,Urban,2019,No,110.49
H02120,South America,Argentina,Wind,485.51,2023,3,Middle,Rural,2022,Yes,417.43
H02537,Europe,Italy,Biomass,161.34,2021,8,High,Rural,2010,Yes,346.27
H04204,Australia,Australia,Hydro,644.03,2023,1,High,Rural,2013,Yes,393.65
H03255,Asia,South Korea,Biomass,1026.6,2024,2,Middle,Urban,2014,Yes,345.63
H03726,Australia,New Zealand,Solar,539.52,2020,8,High,Rural,2010,No,16.12
H01261,Asia,China,Geothermal,1281.57,2021,5,Low,Rural,2016,No,282.6
H01559,South America,Brazil,Wind,1179.78,2020,2,Low,Urban,2013,No,446.26
H03270,Australia,New Zealand,Hydro,221.33,2021,2,High,Rural,2019,No,27.49
H04047,Asia,India,Biomass,890.8,2022,1,High,Rural,2019,Yes,110.53
H00757,South America,Chile,Biomass,1061.99,2020,8,Low,Urban,2013,Yes,118.86
H01011,Australia,New Zealand,Solar,199.71,2020,6,High,Rural,2016,Yes,313.14
H02795,Australia,New Zealand,Biomass,57.82,2024,8,High,Rural,2011,No,126.11
H02906,Africa,South Africa,Geothermal,351.58,2023,8,Middle,Rural,2013,No,481.3
H01871,Europe,Germany,Biomass,1355.43,2022,4,Middle,Rural,2021,Yes,285.09
H02230,Australia,New Zealand,Wind,261.83,2020,8,High,Urban,2016,No,281.26
H01174,North America,USA,Wind,1346.98,2021,3,Middle,Urban,2020,No,184.69
H01833,South America,Brazil,Hydro,1344.06,2020,1,Low,Rural,2013,No,408.55
H00377,Australia,New Zealand,Solar,316.89,2023,5,Middle,Urban,2013,Yes,396.88
H03854,Europe,Spain,Geothermal,855.03,2023,1,Low,Urban,2022,Yes,93.04
H03617,Australia,Australia,Geothermal,524.57,2020,1,Low,Rural,2017,No,57.28
H00799,Europe,Germany,Hydro,525.59,2020,6,Low,Urban,2011,Yes,183.98
H00379,North America,USA,Biomass,955.43,2020,3,High,Urban,2017,No,441.14
H01159,South America,Brazil,Solar,1077.81,2021,2,Middle,Rural,2011,Yes,111.29
H03820,North America,Mexico,Hydro,1375.37,2021,5,Middle,Rural,2019,Yes,177.69
H02793,Africa,Ghana,Wind,963.7,2023,5,Low,Rural,2010,No,37.82
H02241,Australia,Australia,Biomass,1226.96,2024,7,Low,Rural,2022,No,313.35
H04036,Europe,Spain,Hydro,802.0,2021,4,High,Urban,2011,Yes,322.55
H02663,Africa,Egypt,Biomass,256.31,2024,6,High,Rural,2023,Yes,17.17
H04013,Australia,New Zealand,Solar,372.48,2024,3,High,Rural,2022,Yes,316.9
H02958,South America,Peru,Wind,1337.9,2022,2,High,Rural,2012,Yes,477.06
H03928,Asia,India,Geothermal,400.98,2023,3,Middle,Rural,2012,No,265.21
H01039,South America,Colombia,Geothermal,104.98,2021,8,High,Rural,2010,Yes,367.56
H03260,Asia,China,Solar,563.93,2022,2,Middle,Rural,2016,Yes,467.98
H01345,South America,Argentina,Biomass,346.45,2022,1,High,Urban,2013,Yes,212.42
H02506,Europe,Spain,Wind,517.26,2022,8,High,Urban,2010,Yes,117.7
H01722,South America,Colombia,Solar,1086.17,2023,8,High,Rural,2017,Yes,452.84
H04664,Australia,New Zealand,Hydro,1173.93,2020,2,Low,Rural,2011,No,245.22
H00176,South America,Argentina,Biomass,239.67,2021,2,High,Rural,2016,No,499.31
H04894,South America,Argentina,Hydro,659.36,2020,1,High,Urban,2012,No,80.94
H01910,Asia,India,Geothermal,570.72,2023,4,Low,Urban,2014,No,75.91
H00046,Australia,Australia,Solar,1239.14,2022,4,High,Urban,2019,Yes,19.57
H03410,North America,Mexico,Biomass,174.41,2022,7,Low,Urban,2015,No,70.23
H04675,Asia,South Korea,Biomass,650.9,2020,7,Low,Urban,2011,Yes,225.61
H01076,Australia,Australia,Hydro,754.79,2023,5,High,Urban,2017,No,67.15
H02830,Europe,Germany,Biomass,1244.34,2023,1,Low,Rural,2011,Yes,357.88
H01505,Europe,France,Wind,580.56,2020,6,Middle,Rural,2020,Yes,39.9
H02310,Australia,Australia,Geothermal,820.58,2021,8,Middle,Rural,2021,Yes,49.89
H01437,Africa,Ghana,Biomass,190.7,2023,3,Middle,Rural,2023,Yes,329.71
H02419,Australia,New Zealand,Biomass,192.78,2021,3,Low,Urban,2015,Yes,388.89
H03987,Africa,South Africa,Hydro,306.56,2024,7,High,Urban,2014,No,293.88
H03099,Australia,New Zealand,Geothermal,387.26,2022,7,Low,Rural,2015,No,68.09
H04589,North America,Canada,Solar,193.3,2024,8,Middle,Rural,2015,Yes,80.2
H00284,Europe,UK,Solar,1010.12,2022,5,Low,Rural,2021,Yes,329.8
H04919,Asia,Japan,Geothermal,632.37,2022,5,High,Rural,2015,Yes,227.19
H00843,Asia,India,Geothermal,1185.5,2020,3,High,Urban,2018,Yes,90.64
H01514,Asia,India,Hydro,247.27,2023,6,High,Rural,2013,No,32.42
H01169,Australia,Australia,Solar,860.67,2021,3,Middle,Urban,2012,Yes,65.01
H01593,North America,USA,Hydro,612.23,2021,4,Middle,Rural,2010,Yes,341.19
H03461,Asia,South Korea,Wind,1065.32,2023,3,Low,Rural,2010,No,487.78
H03166,North America,Mexico,Solar,167.82,2021,8,Middle,Urban,2017,No,265.52
H02285,Europe,UK,Biomass,820.14,2022,7,High,Urban,2021,No,96.2
H03576,Australia,New Zealand,Wind,1108.67,2024,4,Middle,Rural,2016,Yes,97.47
H04871,Australia,Australia,Biomass,1102.82,2024,8,Middle,Rural,2013,Yes,359.16
H02306,North America,Canada,Geothermal,402.12,2023,5,Low,Rural,2022,Yes,181.04
H00953,Asia,Indonesia,Biomass,426.53,2022,5,Middle,Urban,2021,No,332.88
H04943,Africa,Ghana,Biomass,1398.67,2021,5,Middle,Rural,2011,No,91.27
H03054,Africa,South Africa,Solar,754.78,2022,8,High,Rural,2021,No,175.59
H04560,Australia,New Zealand,Solar,461.04,2024,2,High,Rural,2012,Yes,453.09
H02686,Europe,UK,Wind,623.89,2023,4,Low,Urban,2017,No,213.8
H01490,South America,Chile,Solar,758.61,2023,8,Middle,Urban,2013,Yes,211.94
H00928,North America,Mexico,Solar,598.91,2024,5,Low,Urban,2024,No,486.03
H01210,Europe,Spain,Wind,707.82,2021,7,Low,Rural,2014,No,416.2
H03974,North America,Mexico,Solar,577.61,2023,4,Low,Urban,2019,No,492.35
H03546,South America,Peru,Biomass,1100.72,2024,5,Low,Rural,2010,No,374.34
H04362,Europe,Germany,Solar,1399.99,2024,6,High,Rural,2017,Yes,253.86
H01922,Australia,New Zealand,Biomass,533.45,2023,4,High,Rural,2023,No,232.2
H00352,Australia,Australia,Solar,118.14,2021,7,Low,Rural,2020,No,235.81
H04899,Asia,Indonesia,Biomass,1179.95,2021,1,Low,Urban,2015,Yes,401.89
H03394,Australia,Australia,Hydro,300.79,2022,8,Low,Urban,2018,Yes,495.09
H02722,South America,Colombia,Solar,1037.11,2022,6,High,Urban,2014,No,460.0
H04982,South America,Peru,Hydro,1175.48,2022,3,Low,Urban,2011,Yes,376.02
H00719,Australia,Australia,Wind,1395.23,2023,1,Middle,Rural,2016,Yes,16.76
H02703,Asia,Indonesia,Geothermal,343.75,2021,1,Middle,Rural,2020,No,462.37
H02723,South America,Brazil,Biomass,812.28,2023,8,Middle,Urban,2011,Yes,413.85
H04562,Africa,South Africa,Solar,323.92,2020,6,Middle,Urban,2017,No,499.83
H00309,Africa,South Africa,Biomass,396.2,2024,3,Middle,Rural,2017,No,438.39
H01676,South America,Brazil,Wind,429.31,2021,7,High,Urban,2013,Yes,388.5
H00834,Australia,New Zealand,Hydro,966.7,2024,8,Low,Urban,2021,Yes,154.26
H00367,Asia,Indonesia,Geothermal,638.32,2024,1,Low,Urban,2024,No,444.83
H04507,Europe,Spain,Wind,413.4,2020,2,High,Urban,2016,No,370.66
H02079,Asia,South Korea,Wind,1035.83,2020,3,Middle,Urban,2013,No,98.5
H04039,Australia,New Zealand,Biomass,1074.31,2022,6,High,Urban,2022,Yes,459.13
H04847,Asia,Japan,Solar,1229.04,2020,3,Low,Urban,2013,No,163.48
H04480,Europe,UK,Hydro,1293.5,2023,3,High,Rural,2012,No,148.49
H01747,Australia,Australia,Biomass,854.26,2020,4,High,Rural,2018,Yes,214.69
H00020,Africa,Egypt,Wind,1313.73,2024,1,High,Rural,2015,Yes,372.82
H01323,Asia,Japan,Solar,71.02,2022,2,High,Urban,2016,Yes,118.49
H03568,Europe,France,Wind,1396.64,2020,5,Middle,Rural,2014,Yes,209.43
H02522,Africa,Egypt,Hydro,543.72,2022,2,High,Rural,2022,Yes,50.91
H00219,Africa,Ghana,Geothermal,728.64,2020,6,Low,Rural,2013,No,349.71
H01488,North America,Canada,Wind,541.52,2020,5,Low,Urban,2012,Yes,18.74
H00439,Australia,Australia,Solar,950.43,2023,6,Low,Urban,2022,Yes,299.94
H04175,Australia,New Zealand,Biomass,1263.37,2023,1,Middle,Rural,2013,No,222.94
H02751,North America,USA,Biomass,417.35,2020,5,Low,Urban,2010,No,242.65
H03289,Europe,France,Geothermal,1425.33,2021,8,Low,Rural,2019,Yes,251.43
H03434,Europe,Germany,Hydro,152.17,2023,6,High,Rural,2013,Yes,309.44
H02526,North America,Mexico,Wind,823.03,2021,4,Middle,Urban,2014,Yes,206.99
H04651,North America,Canada,Geothermal,1215.14,2022,6,Low,Rural,2012,Yes,122.26
H03689,North America,Mexico,Solar,141.65,2023,1,Middle,Urban,2022,Yes,342.38
H02764,Asia,China,Wind,914.09,2021,4,High,Rural,2013,No,401.25
H00803,North America,USA,Geothermal,136.65,2022,4,Low,Rural,2019,Yes,441.45
H02998,Asia,Japan,Solar,500.0,2024,2,High,Urban,2019,Yes,197.48
H02229,Asia,Indonesia,Hydro,765.49,2022,3,High,Rural,2011,Yes,459.54
H04786,Australia,New Zealand,Wind,674.98,2021,7,Middle,Urban,2012,No,90.51
H02078,Africa,Nigeria,Biomass,974.13,2020,6,Low,Rural,2018,No,302.85
H00583,North America,USA,Geothermal,367.1,2023,1,Low,Urban,2019,No,376.82
H00204,Europe,Spain,Hydro,993.58,2021,7,High,Rural,2020,Yes,84.14
H04347,South America,Argentina,Solar,318.37,2023,5,High,Rural,2010,Yes,413.86
H03479,Australia,Australia,Hydro,1305.02,2021,2,Low,Urban,2011,No,87.44
H02930,Australia,Australia,Solar,658.81,2021,8,Middle,Urban,2020,No,393.39
H03086,Africa,Egypt,Wind,1403.52,2024,6,Middle,Urban,2023,No,204.42
H01019,Australia,Australia,Biomass,334.2,2024,7,Low,Urban,2020,Yes,304.71
H01584,North America,Canada,Biomass,797.6,2022,6,Low,Rural,2015,No,184.79
H01033,North America,USA,Wind,386.32,2021,8,Middle,Urban,2016,No,373.91
H01719,Europe,France,Geothermal,1191.39,2024,4,High,Urban,2022,No,411.31
H01282,Australia,Australia,Solar,1359.17,2024,5,Middle,Rural,2012,No,309.45
H02499,Africa,Kenya,Biomass,1465.26,2023,8,High,Rural,2021,No,482.89
H03351,Asia,India,Hydro,863.49,2022,8,Low,Urban,2022,Yes,134.01
H00518,North America,USA,Hydro,791.14,2024,1,Low,Urban,2023,No,268.95
H01748,North America,Canada,Geothermal,1323.12,2023,4,Low,Rural,2022,No,168.23
H04653,Asia,China,Hydro,1381.27,2021,5,Low,Urban,2013,Yes,276.23
H03733,Europe,Germany,Geothermal,663.8,2021,7,High,Rural,2020,Yes,21.35
H00669,Europe,Spain,Solar,751.24,2022,4,Middle,Urban,2011,No,11.02
H04060,Europe,Spain,Biomass,923.21,2022,4,Middle,Urban,2022,No,399.19
H03027,Europe,UK,Solar,828.1,2020,8,Low,Rural,2014,No,286.78
H04933,Europe,UK,Hydro,141.13,2023,4,High,Urban,2018,Yes,149.97
H03287,Europe,Germany,Hydro,309.89,2023,2,High,Rural,2011,No,460.9
H02651,Australia,New Zealand,Wind,745.57,2020,8,High,Urban,2020,No,247.1
H04454,Africa,Ghana,Hydro,75.93,2020,5,Middle,Rural,2012,Yes,265.66
H03193,Europe,Italy,Geothermal,660.67,2022,3,Middle,Urban,2019,Yes,344.5
H02125,Asia,China,Wind,1255.29,2020,8,High,Urban,2017,No,343.01
H03376,Europe,France,Wind,77.93,2024,6,Middle,Urban,2016,No,164.96
H03393,Asia,India,Hydro,655.6,2020,5,Low,Rural,2013,Yes,62.25
H03486,South America,Argentina,Geothermal,367.51,2022,6,Low,Rural,2019,No,46.91
H00760,Africa,Nigeria,Solar,473.84,2020,3,High,Rural,2015,Yes,217.49
H03380,South America,Brazil,Hydro,1459.86,2021,3,Low,Urban,2020,Yes,153.98
H04441,Africa,South Africa,Solar,1304.51,2023,5,High,Rural,2020,No,203.89
H02527,Africa,Kenya,Hydro,967.56,2023,5,High,Urban,2010,No,420.09
H04859,North America,Canada,Wind,985.36,2021,2,Low,Urban,2020,No,29.59
H00908,North America,Canada,Geothermal,124.09,2020,1,Middle,Rural,2010,Yes,345.84
H02684,North America,Mexico,Hydro,106.38,2020,1,Low,Rural,2014,No,471.29
H00215,South America,Peru,Hydro,842.73,2024,3,High,Urban,2021,No,419.23
H03332,South America,Colombia,Biomass,359.5,2022,8,High,Rural,2010,Yes,227.65
H04459,Asia,Japan,Geothermal,545.04,2021,2,Middle,Rural,2013,Yes,188.3
H00694,North America,USA,Geothermal,1461.18,2022,7,Middle,Urban,2018,Yes,388.04
H01504,South America,Chile,Hydro,497.04,2023,7,Low,Urban,2012,No,126.7
H02415,South America,Brazil,Biomass,610.58,2023,4,Middle,Rural,2017,Yes,231.64
H02119,South America,Chile,Biomass,61.65,2023,3,Middle,Rural,2018,Yes,422.86
H03859,North America,USA,Geothermal,1182.2,2020,1,Middle,Urban,2017,No,113.16
H02463,Africa,South Africa,Wind,788.53,2021,6,High,Rural,2021,No,478.82
H03636,Africa,Egypt,Hydro,93.25,2021,7,Middle,Rural,2014,Yes,252.95
H04106,Asia,India,Wind,748.54,2021,7,Low,Urban,2010,No,240.58
H04479,Europe,Italy,Hydro,892.89,2021,3,Middle,Urban,2021,No,93.39
H00197,Australia,Australia,Solar,164.92,2024,2,Low,Rural,2018,No,299.92
H04668,Asia,South Korea,Wind,95.51,2022,5,High,Urban,2011,No,166.81
H01544,Europe,Germany,Solar,271.41,2023,5,Low,Rural,2012,Yes,63.89
H01331,Africa,Ghana,Hydro,445.31,2022,6,High,Rural,2019,Yes,117.02
H00880,South America,Chile,Solar,148.3,2023,7,Low,Urban,2015,No,182.85
H04503,Asia,Indonesia,Solar,531.76,2021,6,High,Rural,2021,No,25.67
H03502,South America,Colombia,Geothermal,1496.45,2020,2,High,Urban,2010,Yes,102.78
H03895,Europe,Italy,Geothermal,396.15,2020,1,Low,Urban,2018,No,266.87
H04991,South America,Brazil,Wind,297.37,2024,5,High,Rural,2020,Yes,424.14
H00888,Asia,Indonesia,Wind,579.79,2023,3,Middle,Rural,2019,Yes,163.41
H01346,South America,Colombia,Wind,328.87,2022,5,High,Rural,2021,No,298.2
H00069,Europe,Italy,Wind,799.88,2024,6,High,Rural,2021,No,177.55
H04211,Australia,Australia,Wind,1084.37,2020,6,Low,Rural,2018,Yes,95.06
H01816,Asia,Japan,Solar,277.03,2024,8,High,Rural,2011,Yes,435.22
H00569,Asia,South Korea,Geothermal,640.56,2020,6,High,Rural,2011,Yes,339.4
H02168,North America,Mexico,Hydro,775.92,2022,3,Middle,Rural,2015,Yes,166.79
H00097,South America,Chile,Hydro,216.46,2024,5,Middle,Urban,2012,No,144.29
H04182,Africa,Ghana,Wind,236.1,2024,6,High,Rural,2014,Yes,150.42
H03354,Australia,New Zealand,Wind,241.75,2022,7,Low,Urban,2022,Yes,146.36
H00140,Africa,Egypt,Solar,968.75,2024,2,Middle,Rural,2012,Yes,242.77
H04955,Australia,New Zealand,Wind,248.28,2024,2,Middle,Rural,2013,Yes,272.79
H02603,Africa,Ghana,Geothermal,462.52,2024,4,Middle,Rural,2021,No,263.66
H04024,South America,Argentina,Hydro,1316.79,2020,2,High,Rural,2018,Yes,416.78
H04773,Africa,Egypt,Wind,1010.32,2022,2,Middle,Rural,2021,No,401.9
H01607,South America,Argentina,Biomass,1091.47,2021,6,High,Rural,2019,No,345.76
H01630,Australia,Australia,Wind,1424.36,2021,1,Middle,Rural,2021,No,184.94
H01540,North America,USA,Solar,630.56,2022,3,Low,Rural,2015,Yes,491.41
H01695,North America,Mexico,Solar,853.16,2021,6,High,Urban,2019,No,136.3
H02060,Europe,Spain,Geothermal,723.62,2023,7,High,Rural,2019,Yes,137.27
H00464,North America,USA,Hydro,318.74,2022,6,High,Urban,2017,Yes,187.16
H02331,Australia,Australia,Hydro,978.75,2021,4,Low,Urban,2013,No,454.84
H03044,South America,Argentina,Solar,684.69,2020,4,Low,Urban,2012,Yes,324.47
H04735,Europe,UK,Geothermal,581.13,2024,4,Low,Rural,2020,Yes,202.93
H00595,Africa,South Africa,Solar,247.48,2020,2,Low,Rural,2019,No,302.65
H03815,Australia,New Zealand,Solar,661.68,2023,4,High,Urban,2022,Yes,472.56
H00626,Asia,China,Hydro,1203.63,2023,2,High,Urban,2019,Yes,371.92
H00451,Asia,Japan,Geothermal,1472.61,2023,7,Middle,Urban,2016,No,43.18
H01500,South America,Colombia,Hydro,1343.52,2023,6,Low,Rural,2019,Yes,446.65
H02457,Europe,UK,Hydro,102.85,2024,3,Middle,Rural,2019,Yes,296.81
H04723,Europe,France,Biomass,1386.19,2023,5,Middle,Rural,2017,No,94.08
H02985,North America,Canada,Solar,77.6,2023,5,High,Rural,2015,No,417.87
H01570,North America,USA,Geothermal,775.65,2020,6,High,Urban,2015,No,10.63
H01035,Europe,Spain,Geothermal,1193.07,2021,4,High,Urban,2014,No,468.66
H03519,South America,Argentina,Geothermal,1016.76,2023,1,High,Rural,2023,No,109.81
H01558,Africa,South Africa,Biomass,851.44,2020,7,Low,Urban,2019,Yes,144.56
H03625,South America,Brazil,Wind,1356.37,2021,2,Low,Rural,2011,Yes,441.62
H04665,Europe,France,Biomass,818.07,2021,8,High,Urban,2017,Yes,247.39
H00151,Asia,South Korea,Hydro,1351.17,2022,1,High,Rural,2016,No,261.96
H01421,North America,Canada,Solar,1037.34,2021,2,High,Rural,2016,No,381.68
H02012,Asia,South Korea,Hydro,518.44,2022,3,Middle,Rural,2015,Yes,256.83
H02687,Africa,Nigeria,Hydro,467.68,2021,1,Middle,Urban,2010,Yes,491.29
H01787,Asia,China,Solar,264.24,2023,6,Middle,Rural,2022,No,264.97
H00089,Europe,Italy,Biomass,300.81,2023,5,Low,Urban,2023,No,66.12
H00458,Asia,India,Solar,1176.43,2024,3,High,Rural,2010,No,432.21
H01306,Europe,Spain,Wind,997.36,2022,8,Low,Urban,2020,No,476.62
H02926,Africa,Kenya,Geothermal,1430.47,2024,1,Low,Rural,2021,No,456.36
H03271,Australia,Australia,Hydro,670.06,2024,6,Middle,Rural,2014,No,227.32
H03228,Asia,Japan,Wind,1021.04,2024,2,Middle,Urban,2020,No,208.63
H01989,Australia,Australia,Solar,1090.11,2022,5,Middle,Urban,2010,Yes,90.24
H03755,Europe,Spain,Hydro,102.21,2020,2,Low,Rural,2014,Yes,361.77
H03647,Europe,Germany,Biomass,1235.23,2021,5,Low,Rural,2020,No,474.51
H00832,Asia,Indonesia,Solar,709.11,2022,1,Middle,Rural,2019,Yes,159.32
H00240,Australia,Australia,Geothermal,1202.68,2020,3,High,Rural,2012,No,61.36
H04682,South America,Brazil,Wind,1484.38,2022,5,High,Rural,2016,No,469.13
H03023,North America,Canada,Geothermal,689.16,2023,3,High,Urban,2019,No,57.95
H03149,Europe,Spain,Wind,1365.8,2020,2,High,Urban,2011,Yes,165.63
H01947,South America,Peru,Geothermal,764.69,2021,8,High,Urban,2010,No,240.57
H02776,North America,USA,Solar,1032.4,2023,3,Middle,Rural,2013,Yes,92.13
H00193,North America,Mexico,Geothermal,72.69,2022,6,High,Rural,2014,No,472.22
H04850,North America,USA,Solar,721.55,2020,7,High,Urban,2010,Yes,163.53
H04940,South America,Brazil,Solar,1111.92,2021,7,High,Urban,2020,Yes,111.27
H00945,Africa,South Africa,Solar,870.61,2024,7,Low,Urban,2012,Yes,429.35
H01269,Asia,India,Wind,978.57,2022,5,High,Urban,2013,No,290.68
H04232,Europe,UK,Geothermal,1174.7,2021,6,Low,Rural,2021,Yes,107.58
H02308,Asia,Japan,Biomass,1013.88,2021,2,Low,Urban,2021,No,495.07
H04425,Asia,Japan,Hydro,272.15,2022,6,High,Rural,2022,Yes,394.18
H04712,Asia,Japan,Wind,1056.65,2021,6,Middle,Urban,2018,No,307.67
H02314,North America,USA,Wind,1182.33,2020,2,High,Rural,2019,No,125.96
H03215,Europe,Germany,Wind,417.88,2023,6,Middle,Rural,2010,Yes,273.25
H02733,Australia,Australia,Biomass,258.91,2020,7,Middle,Urban,2017,Yes,224.35
H01927,Australia,New Zealand,Biomass,455.84,2020,7,Low,Urban,2013,No,252.97
